Time - Plot 0,Amplitude - Plot 0
0,-3.39E-05
1,0.515034
2,0.72068
3,0.756575
4,0.9078
5,0.855298
6,0.856641
7,0.866656
8,0.867538
9,0.515035
10,-2.94E-05
11,-0.515127
12,-0.979815
13,-0.754212
14,-0.751794
15,-0.678665
16,-0.681581
17,-0.68363
18,-0.68598
19,-0.51513
20,-3.97E-05
21,0.694621
22,0.697133
23,0.701399
24,0.680494
25,0.68109
26,0.682362
27,0.683428
28,0.685571
29,0.687266
30,-2.99E-05
31,-0.705478
32,-0.702681
33,-0.70619
34,-0.70891
35,-0.712128
36,-0.717385
37,-0.721378
38,-0.726517
39,-0.734804
40,-4.35E-05
41,0.694606
42,0.693369
43,0.6939
44,0.693921
45,0.6937
46,0.694179
47,0.696122
48,0.69373
49,0.694501
50,-3.33E-05
51,-0.806908
52,-0.681322
53,-0.696578
54,-0.707594
55,-0.720308
56,-0.766472
57,-0.601529
58,-0.602074
59,-0.601581
60,-4.91E-05
61,0.594987
62,0.594978
63,0.595084
64,0.595283
65,0.595601
66,0.596031
67,0.59629
68,0.596499
69,0.597624
70,-3.53E-05
71,-0.614589
72,-0.62194
73,-0.625678
74,-0.629764
75,-0.632007
76,-0.632642
77,-0.633194
78,-0.633657
79,-0.633341
80,-4.80E-05
81,0.672495
82,0.674662
83,0.675609
84,0.676615
85,0.677578
86,0.678321
87,0.678239
88,0.678851
89,0.678864
90,-3.29E-05
91,-0.677871
92,-0.676431
93,-0.676124
94,-0.675972
95,-0.676013
96,-0.676286
97,-0.677155
98,-0.679046
99,-0.682486
100,-5.13E-05
101,0.625003
102,0.625427
103,0.625412
104,0.62539
105,0.625387
106,0.625358
107,0.625362
108,0.625366
109,0.625356
110,-3.38E-05
111,-0.626919
112,-0.627378
113,-0.627516
114,-0.627604
115,-0.627744
116,-0.627818
117,-0.627841
118,-0.627903
119,-0.627967
120,-5.07E-05
121,0.575869
122,0.575974
123,0.576011
124,0.576056
125,0.576047
126,0.576066
127,0.576097
128,0.576083
129,0.576086
130,-3.65E-05
131,-0.560039
132,-0.560113
133,-0.560148
134,-0.560186
135,-0.560173
136,-0.560189
137,-0.560207
138,-0.560208
139,-0.560218
140,-5.35E-05
141,0.584928
142,0.584965
143,0.585005
144,0.584959
145,0.584977
146,0.584965
147,0.58496
148,0.58495
149,0.584949
150,-3.72E-05
151,-0.584693
152,-0.584975
153,-0.585075
154,-0.585114
155,-0.585124
156,-0.585153
157,-0.585162
158,-0.585173
159,-0.585174
160,-5.43E-05
161,0.586402
162,0.586689
163,0.586741
164,0.586788
165,0.586802
166,0.586819
167,0.586839
168,0.58685
169,0.586861
170,-3.63E-05
171,-0.585051
172,-0.585163
173,-0.585211
174,-0.585243
175,-0.585254
176,-0.585251
177,-0.585258
178,-0.585241
179,-0.585262
180,-5.37E-05
181,0.568548
182,0.568788
183,0.56889
184,0.568929
185,0.568981
186,0.569008
187,0.56904
188,0.569042
189,0.569056
190,-3.97E-05
191,-0.569256
192,-0.569299
193,-0.569349
194,-0.569401
195,-0.5694
196,-0.569422
197,-0.569431
198,-0.569453
199,-0.56944
200,-5.84E-05
201,0.560617
202,0.560623
203,0.560674
204,0.560721
205,0.560733
206,0.56077
207,0.560802
208,0.560815
209,0.560812
210,-4.02E-05
211,-0.560431
212,-0.560572
213,-0.560664
214,-0.560705
215,-0.560749
216,-0.560788
217,-0.5608
218,-0.56079
219,-0.560796
220,-6.03E-05
221,0.551344
222,0.551234
223,0.551264
224,0.551295
225,0.551298
226,0.551328
227,0.551323
228,0.551367
229,0.551394
230,-4.13E-05
231,-0.554023
232,-0.554165
233,-0.554259
234,-0.554303
235,-0.55433
236,-0.55436
237,-0.554385
238,-0.554375
239,-0.554396
240,-5.79E-05
241,0.549627
242,0.549663
243,0.549735
244,0.54978
245,0.480983
246,0.549822
247,0.549894
248,0.549885
249,0.549908
250,-4.12E-05
251,-0.551291
252,-0.551392
253,-0.551464
254,-0.551493
255,-0.607995
256,-0.551541
257,-0.551565
258,-0.551589
259,-0.551596
260,-5.78E-05
261,7.21091
262,13.7145
263,18.8751
264,22.2128
265,23.3586
266,22.2208
267,18.8751
268,13.7144
269,7.21096
270,-2.01E-05
271,-7.21172
272,-13.7153
273,-18.876
274,-22.2531
275,-23.4078
276,-22.2536
277,-18.876
278,-13.7154
279,-7.21185
280,-3.11E-05
281,7.72544
282,14.6955
283,20.2244
284,23.8052
285,25.0076
286,23.8075
287,20.2243
288,14.6954
289,7.7253
290,-2.11E-05
291,-7.15592
292,-14.6963
293,-20.2252
294,-23.8594
295,-25.0499
296,-23.8599
297,-20.2252
298,-14.6967
299,-7.72618
